track_id,tag_name,weight
TRMAHBW12903CF59A8,happy,50
TRMAHVO128F92FDBD8,happy,100
TRMAODG128F92E4F28,happy,100
TRMAUZT128F4229F0B,happy,66
TRMBGKU128F934049C,happy,100
TRMBQGR12903CAFFBC,happy,100
TRMBUKW12903CB4165,happy,100
TRMCAOD12903CB4A30,happy,100
TRMCFLR128F92F34FC,happy,100
TRMCLAC128F427F006,happy,50
TRMCUJB128F147A2AE,happy,100
TRMCUOT128F4285DD1,happy,100
TRMDHBL128F9321974,happy,100
TRMDSEB128F92DA530,happy,100
TRMDXOO128F934D291,happy,50
TRMEBCV128F425B65A,happy,50
TRMEFLU128F932292A,happy,100
TRMEFOP128F4282135,happy,50
TRMFFRW128F426F1CD,happy,100
TRMFJVI128F4292A5C,happy,50
TRMFORS128F92EFE1D,happy,66
TRMFRNL128F148C236,happy,50
TRMFVCA128F14995BD,happy,50
TRMGRWR128F429285C,happy,100
TRMGRXM12903CD78D3,happy,50
TRMHAQC128F42710C9,happy,100
TRMHRCK128F424C1FC,happy,100
TRMHRMG128F9339D79,happy,100
TRMHUPX128F4286774,happy,55
TRMINQZ128E0785BCB,happy,100
TRMJECJ128F4259E76,happy,100
TRMJNJY128F1456B97,happy,100
TRMJOFB128F93458C4,happy,100
TRMJSJW128F1464689,happy,100
TRMJUFW128F1455BD8,happy,100
TRMKUKB128F428BA89,happy,50
TRMKUUY128F426B465,happy,100
TRMLEIB128F4261621,happy,100
TRMLZPR128F932A4C8,happy,50
TRMMEVV128F149F2B3,happy,72
TRMMVCF128F92E32AF,happy,100
TRMNCGL128F934FC11,happy,50
TRMNCJK128F92DF510,happy,50
TRMNZMZ128F428ED87,happy,100
TRMOASG12903CFF071,happy,100
TRMOVPM128E07825D8,happy,100
TRMPPYI128F1498522,happy,50
TRMPZLM128F429FBFB,happy,100
TRMQBIX128F931B104,happy,100
TRMQJUK128F1478E5A,happy,100
TRMQJWY128F4259D9A,happy,50
TRMRELT128F92DFFF3,happy,100
TRMSDNT128F92CDE81,happy,100
TRMTCBF128F93308BE,happy,50
TRMTSLF128EF33E98E,happy,100
TRMTTYD128F9309050,happy,50
TRMTXTW128F1474542,happy,100
TRMUAEC128F931DAF4,happy,75
TRMUDRW128F935151F,happy,100
TRMUNXV128F933A373,happy,100
TRMURHV128F92E9D34,happy,50
TRMVAOT128F92F7C8D,happy,78
TRMVFXN128F92D0998,happy,50
TRMXIAT128F14A92D3,happy,50
TRMXJCA128F4239CD2,happy,80
TRMXKWF128F92D528A,happy,50
TRMXLRW12903CFB070,happy,50
TRMXVDL128F1494290,happy,100
TRMXVQO128E0789A2C,happy,50
TRMXXVQ128F42A9057,happy,100
TRMYBUC128F4274D9F,happy,50
TRMYNUJ128F421CA2D,happy,50
TRMYQLE128F92CD39A,happy,100
TRMYRJI128F428721F,happy,50
TRMYRTB128F42A8110,happy,100
TRMYWSI128F425400B,happy,100
TRMZPXC128F4296D61,happy,100
TRMZXLI128F423ED31,happy,100
TRMAPGE128F9311E87,happy,100
TRMBUML128F92F790F,happy,100
TRMBYHR128F9308EF0,happy,50
TRMFCWJ128F9301774,happy,100
TRMHYPA128F42966EE,happy,100
TRMJDLH12903CA7E5A,happy,100
TRMJPRC128E0798512,happy,52
TRMJRIO128F4252055,happy,50
TRMNKAP128F4257A26,happy,100
TRMQGWL128F428A75E,happy,100
TRMSYOZ128F93205EB,happy,100
TRMBEVQ128F92FD82A,sad,100
TRMBHGL128F42AE99C,sad,60
TRMBHZO128F42AB368,sad,100
TRMBITG128F42A904B,sad,50
TRMBTVD128EF34046A,sad,50
TRMCDKY128F42603EB,sad,50
TRMCEKS128F9318013,sad,100
TRMCJGU128E0791C67,sad,100
TRMCKRR128F4244361,sad,50
TRMCQTL128F93391E2,sad,50
TRMCTLG128F1495C33,sad,63
TRMCVBY128F932A734,sad,50
TRMCVVH128F14B0C94,sad,50
TRMCYUT128F4259E78,sad,57
TRMDAJT12903C9953D,sad,100
TRMDRYU128F931179A,sad,50
TRMDYWQ128F9311CC1,sad,50
TRMECLV128F92F671A,sad,50
TRMEFOP128F4282135,sad,50
TRMEHXX128F42598CD,sad,75
TRMEITB128F42413CD,sad,100
TRMFCWV12903CB7763,sad,50
TRMFONA128F92F91AD,sad,50
TRMFXMQ128F4259B01,sad,65
TRMGAAG128F423A81F,sad,50
TRMGAMU128F9339D13,sad,50
TRMGCGV128F9346189,sad,50
TRMGDCU128EF340ACB,sad,75
TRMGEXM128E0795637,sad,50
TRMGIZL128E0789B47,sad,50
TRMGVSU128F14983E1,sad,100
TRMHGCD128F930CAC7,sad,100
TRMHQSU128E07913DC,sad,100
TRMIMEL128F9326FEB,sad,100
TRMJMNU128F1460DC3,sad,66
TRMKHVU128F933754D,sad,100
TRMKOFZ128F4247099,sad,100
TRMKUCS128F4288BF7,sad,100
TRMKURG12903CE211C,sad,50
TRMLNWX12903CEC60A,sad,100
TRMMOSX128F424F556,sad,100
TRMNAJX128F42509A7,sad,100
TRMNSXB128F146BA6D,sad,100
TRMOMYW128F429F134,sad,100
TRMONPU128F4292F25,sad,75
TRMPCTR12903CAF494,sad,50
TRMPDDT128F426289B,sad,50
TRMPELV12903CEA182,sad,100
TRMPKSA128F92FC405,sad,100
TRMPMCP128E078F794,sad,100
TRMPVZD128F9341EB3,sad,100
TRMQAIL128F92E9A27,sad,50
TRMQASB128F1498B32,sad,100
TRMQFBO128F4257069,sad,100
TRMQHDE128F4220DA9,sad,100
TRMQKDY128F42597B2,sad,70
TRMQOYN128F14AC24C,sad,100
TRMRSVX128F148B0C4,sad,100
TRMRTEC128F425AD84,sad,66
TRMSBRD128F14571CF,sad,50
TRMSEXJ128F1491933,sad,100
TRMSIIM128F4291D39,sad,50
TRMSMBL128F92DFB54,sad,50
TRMSNIQ128F14910A7,sad,100
TRMSQUZ128F4249575,sad,100
TRMSWOX12903D02737,sad,57
TRMSZDL128F423F615,sad,50
TRMTBQY12903CEDAC4,sad,66
TRMTCHO128F42A7F9B,sad,50
TRMTSQY128E078EED6,sad,86
TRMUROW128F92D9002,sad,100
TRMURZK128F147EC61,sad,100
TRMVKJJ128EF352578,sad,100
TRMVMCB12903CE8A57,sad,50
TRMWCEE128F426D0AE,sad,53
TRMWEGP128F427EC98,sad,100
TRMWSVO128F42702B5,sad,66
TRMXFMI128F428DA6C,sad,66
TRMXNTG128F92D5C5E,sad,100
TRMYHUD12903CF73B8,sad,100
TRMYVSB128F42228B3,sad,100
TRMZASD128F422AF99,sad,50
TRMZBCO128F4273C8C,sad,51
TRMZBEB12903CE2122,sad,100
TRMZKOR128E07960EE,sad,50
TRMZTFH128F428B96E,sad,100
TRMZWLP128F92E5048,sad,50
TRMZWWJ128F42633D4,sad,60
TRMATEE128F9302B5A,sad,85
TRMEGUY128F92F0331,sad,100
TRMLIQW128E07950A7,sad,50
TRMYCMP128F426BB12,sad,100
TRMBOXO128F4272650,angry,50
TRMHULF128F4269009,angry,50
TRMOIRF128F9302F2E,angry,66
TRMQMRD128F14789E4,angry,50
TRMURWG128F422797F,angry,50
TRMOESU128F92F26D1,angry,50
TRMAGZT128F1482C48,relax,50
TRMAHAS128F4284E65,relax,100
TRMAPNS12903CA3C32,relax,100
TRMAQMI128F936735A,relax,50
TRMASZJ12903CCC498,relax,50
TRMAYTT128E0791E05,relax,50
TRMCTLB128F42AFEE3,relax,57
TRMDBND128F92F0B06,relax,100
TRMDDLE128F1493B91,relax,50
TRMDMXM128F145BE3E,relax,100
TRMDOIJ128F934D09B,relax,50
TRMDSBO128F4249A03,relax,100
TRMDUWW128F92F5AD6,relax,100
TRMERNJ128F92D1F17,relax,50
TRMEWSQ128F4262F3D,relax,100
TRMGAMU128F9339D13,relax,50
TRMGIXI128F147B70F,relax,50
TRMGOJT128F4266920,relax,50
TRMGRNH128F92C5177,relax,100
TRMGSEA128F426D9C0,relax,50
TRMGSHM128F1481A68,relax,100
TRMGSTL128F9335BF4,relax,50
TRMGZXE12903CA8728,relax,66
TRMHMCS128F934E92A,relax,100
TRMHPKY128F931140F,relax,50
TRMIMEK128F425588A,relax,50
TRMIPUR128F4252407,relax,100
TRMJBZJ128F93150EB,relax,50
TRMJEPJ128F92D67A0,relax,50
TRMJFVL128F1484453,relax,100
TRMJRWN128F14ADC69,relax,50
TRMKGZV128F9301134,relax,100
TRMKKXA128F425A78B,relax,100
TRMKVCC128F42601C0,relax,100
TRMLSVX128F9328E8A,relax,100
TRMLYYI128F425AFE0,relax,100
TRMMPHJ128F934A67C,relax,50
TRMMTOQ128F9338154,relax,100
TRMNCFA12903CAF87D,relax,50
TRMOJAW128F92DAA0C,relax,50
TRMPBNV128F92EBA9A,relax,50
TRMPJHP128F4226AAB,relax,66
TRMPSZV128F42893DC,relax,100
TRMPUWJ128F424CBC0,relax,50
TRMQASB128F1498B32,relax,100
TRMQURZ128F92D94C4,relax,66
TRMRDHO128F934E6FB,relax,50
TRMSBNT128F92F6A78,relax,50
TRMSBTB128E079531F,relax,100
TRMSEVH128F428A8EB,relax,51
TRMSYMW128F934E92D,relax,63
TRMTBHT128F429DDA7,relax,50
TRMTFSO128F9300AC6,relax,66
TRMTODW128F4263AE1,relax,50
TRMTQCP128F429A7DD,relax,100
TRMTSUW12903D0CA8A,relax,100
TRMUPSO128F148B9B2,relax,100
TRMUQAQ128F427AFFB,relax,100
TRMVEZM128F92E6DE4,relax,50
TRMVKND128F92EFDFF,relax,50
TRMWBIW128F422DAD5,relax,100
TRMWXRQ128F42337F8,relax,100
TRMWZKT128F92EAFC1,relax,100
TRMXPZB128F9342EDF,relax,50
TRMXSGC12903CF9F3D,relax,50
TRMXXEM128F4294A0B,relax,100
TRMXZDL12903CC8BE3,relax,100
TRMXZTR128F14548D6,relax,66
TRMYKQD128F92D632B,relax,100
TRMYVMD128F1475CE0,relax,60
TRMYZKR128F92FC3E0,relax,100
TRMZAPC128F4232A87,relax,100
TRMZDVG128F4284CEF,relax,50
TRMZGDU128F4215387,relax,66
TRMZIWA128F423B2AB,relax,75
TRMZLHT12903CE26AD,relax,50
TRMZNBL128EF35FB0A,relax,100
TRMZSJE128F9312B30,relax,60
TRMZTFH128F428B96E,relax,100
TRMAGYO128F92F7C5C,relax,100
TRMCJXA128F425A52D,relax,50
TRMDSBZ128F14A2C77,relax,100
TRMHWDD128F14A5621,relax,100
TRMIROB128F9310ED8,relax,50
TRMJGHR128F4265D90,relax,100
TRMLIQW128E07950A7,relax,100
TRMNSIV128F4297CDD,relax,50
TRMOAHK128F4298935,relax,50
TRMPNNG12903CD5EBB,relax,100
TRMTUNI128F932B899,relax,66
TRMTUVT128F1482564,relax,66
TRMTZSG128F14A22AA,relax,50
TRMUKFC128F42A24CE,relax,100
TRMALMD128F92F1BED,sleep,100
TRMCDYI128E078BE17,sleep,77
TRMCNLV128F428B186,sleep,50
TRMFEHR128E078BE19,sleep,100
TRMFMTM128F92FB3F3,sleep,50
TRMGEXM128E0795637,sleep,50
TRMGPIW128F4230B17,sleep,50
TRMIDYW128F933EBE5,sleep,71
TRMKAOX128F147AD29,sleep,50
TRMKFDZ128F92D229C,sleep,50
TRMKFLG128F93323AC,sleep,100
TRMMOLY128E0785A4B,sleep,100
TRMNDYV128F4292DB4,sleep,50
TRMOFRN128F4275539,sleep,100
TRMOXSK128F424E926,sleep,100
TRMPCUJ128F4262CD1,sleep,60
TRMPYSD128F429936B,sleep,100
TRMQASB128F1498B32,sleep,100
TRMQCOC128F4260475,sleep,50
TRMQJWY128F4259D9A,sleep,50
TRMRBBJ128F425EB0A,sleep,100
TRMSKVD128F9326B8D,sleep,100
TRMSXDN128F1497191,sleep,100
TRMUCTC128F93018D1,sleep,100
TRMWHBZ12903CC9B29,sleep,50
TRMWQPE128F425B977,sleep,100
TRMWVBZ128F425DD14,sleep,100
TRMYKZI128F92F7B58,sleep,100
TRMYPIQ128F428E088,sleep,100
TRMZANW128F92F7B4F,sleep,100
TRMAGYO128F92F7C5C,sleep,100
TRMEBCL128F932A9F3,sleep,50
TRMGEBD128F9325E71,sleep,100
TRMHQOV128F426A98A,sleep,100
TRMJNNE128F427EE30,sleep,50
TRMOLNT128F93048A7,sleep,100
TRMPJUI128F92FC170,sleep,50
